,Line ID,Shape ID,Departure Time,Vehicle ID,Scheduled Travel Time (min),Travel Time (min),Distance (m),Energy Consumption (kWh)
28,1-82,1-82-R-60,19:30:00,veh_48976_bus,74.0,0.1,33794.69573179973,0.6292801228682777
29,1-82,1-82-R-60,20:31:00,veh_49047_bus,73.0,0.1,33794.69573179973,0.6292801228682777
30,1-82,1-82-R-60,21:31:00,veh_49048_bus,73.0,0.1,33794.69573179973,0.6292801228682777
31,1-82,1-82-R-60,23:05:00,veh_49181_bus,67.0,0.1,33794.69573179973,0.6292801228682777
32,1-80,1-80-A-326,05:58:00,veh_31001_bus,49.0,55.03333333333333,20882.74851542369,21.912933810817886
33,1-80,1-80-A-326,06:27:00,veh_31557_bus,53.0,96.0,20882.74851542369,21.808201525308434
34,1-80,1-80-A-326,06:55:00,veh_31562_bus,58.0,145.0,20882.74851542369,19.389152882732503
35,1-80,1-80-A-326,07:23:00,veh_31000_bus,60.0,155.48333333333332,20882.74851542369,20.497851892810708
36,1-80,1-80-A-326,07:53:00,veh_31558_bus,58.0,480.5833333333333,20882.74851542369,17.069030271926135
37,1-80,1-80-A-326,08:25:00,veh_31535_bus,52.0,264.35,20882.74851542369,10.34690391066016
38,1-80,1-80-A-326,08:56:00,veh_30975_bus,51.0,233.76666666666668,20882.74851542369,8.445965920599587
39,1-80,1-80-A-326,09:26:00,veh_30976_bus,51.0,1167.8666666666666,20882.74851542369,9.67128936425234
40,1-80,1-80-A-326,09:56:00,veh_30977_bus,51.0,18.133333333333333,20882.74851542369,9.117585809124206
41,1-80,1-80-A-326,10:26:00,veh_30978_bus,51.0,141.35,20882.74851542369,9.05282072353929
42,1-80,1-80-A-326,10:56:00,veh_30979_bus,51.0,837.5,20882.74851542369,9.24420315776849
43,1-80,1-80-A-326,11:25:00,veh_31026_bus,54.0,1050.9166666666667,20882.74851542369,10.137318333584513
44,1-80,1-80-A-326,11:55:00,veh_31027_bus,54.0,17.35,20882.74851542369,10.208290331356931
45,1-80,1-80-A-326,12:25:00,veh_31028_bus,54.0,17.35,20882.74851542369,10.080041590290016
46,1-80,1-80-A-326,12:55:00,veh_31029_bus,54.0,18.266666666666666,20882.74851542369,8.306202326187979
47,1-80,1-80-A-326,13:25:00,veh_31030_bus,54.0,210.68333333333334,20882.74851542369,9.354260027232332
48,1-80,1-80-A-326,13:55:00,veh_31031_bus,54.0,907.9833333333333,20882.74851542369,9.41544627671083
49,1-80,1-80-A-326,14:25:00,veh_31561_bus,56.0,16.416666666666668,20882.74851542369,9.889534648054779
50,1-80,1-80-A-326,14:54:00,veh_31242_bus,58.0,16.8,20882.74851542369,9.593042350226373
51,1-80,1-80-A-326,15:24:00,veh_31559_bus,60.0,811.75,20882.74851542369,8.005264442439065
52,1-80,1-80-A-326,15:52:00,veh_31564_bus,64.0,545.0833333333334,20882.74851542369,9.972160581530908
53,1-80,1-80-A-326,16:20:00,veh_31241_bus,64.0,17.8,20882.74851542369,9.172878654879296
54,1-80,1-80-A-326,16:52:00,veh_31560_bus,60.0,18.383333333333333,20882.74851542369,8.383579697796575
55,1-80,1-80-A-326,17:25:00,veh_31537_bus,55.0,16.733333333333334,20882.74851542369,7.587177597211684
56,1-80,1-80-A-326,17:57:00,veh_31210_bus,50.0,14.616666666666667,20882.74851542369,8.376081569604205
57,1-80,1-80-A-326,18:27:00,veh_31211_bus,50.0,13.55,20882.74851542369,7.778644370651431
58,1-80,1-80-A-326,18:57:00,veh_31414_bus,49.0,13.55,20882.74851542369,8.678977382606057
59,1-80,1-80-A-326,19:58:00,veh_31568_bus,47.0,13.383333333333333,20882.74851542369,8.04140967907238
60,1-80,1-80-A-326,20:58:00,veh_31392_bus,47.0,12.7,20882.74851542369,8.325186837540334
61,1-80,1-80-A-326,21:58:00,veh_31393_bus,47.0,12.866666666666667,20882.74851542369,8.004968211458417
62,1-80,1-80-A-326,22:59:00,veh_31545_bus,46.0,12.633333333333333,20882.74851542369,8.323488738604107
63,1-80,1-80-A-326,23:29:00,veh_31544_bus,46.0,12.633333333333333,20882.74851542369,8.323488738604107
64,1-80,1-80-R-325,06:19:00,veh_31508_bus,54.0,55.86666666666667,20791.19051237884,21.075254867072065
65,1-80,1-80-R-325,06:49:00,veh_31550_bus,55.0,57.85,20791.19051237884,21.744978832033496
66,1-80,1-80-R-325,07:16:00,veh_31536_bus,58.0,58.3,20791.19051237884,21.801954409956707
67,1-80,1-80-R-325,07:44:00,veh_31509_bus,60.0,59.1,20791.19051237884,21.78419430362236
68,1-80,1-80-R-325,08:16:00,veh_31549_bus,57.0,55.81666666666667,20791.19051237884,21.77407813579922
69,1-80,1-80-R-325,08:49:00,veh_31563_bus,53.0,225.53333333333333,20791.19051237884,10.094730420293134
70,1-80,1-80-R-325,09:21:00,veh_31498_bus,51.0,426.98333333333335,20791.19051237884,10.786536234040263
71,1-80,1-80-R-325,09:51:00,veh_31499_bus,51.0,404.1166666666667,20791.19051237884,11.54539591402779
72,1-80,1-80-R-325,10:21:00,veh_31500_bus,51.0,596.3666666666667,20791.19051237884,11.043001493965916
73,1-80,1-80-R-325,10:51:00,veh_31501_bus,51.0,1056.0833333333333,20791.19051237884,9.301340789538928
74,1-80,1-80-R-325,12:20:00,veh_31502_bus,53.0,5.3,20791.19051237884,1.9620492136179628
75,1-80,1-80-R-325,12:50:00,veh_31503_bus,53.0,3.283333333333333,20791.19051237884,2.0705205802670363
76,1-80,1-80-R-325,13:20:00,veh_31504_bus,53.0,2.8333333333333335,20791.19051237884,1.4969643180301166
77,1-80,1-80-R-325,13:50:00,veh_31505_bus,53.0,2.1666666666666665,20791.19051237884,1.3392847675333541
78,1-80,1-80-R-325,14:20:00,veh_31548_bus,54.0,1.9333333333333333,20791.19051237884,1.3753112452337666
79,1-80,1-80-R-325,14:45:00,veh_31542_bus,60.0,1.25,20791.19051237884,0.902774875660388
80,1-80,1-80-R-325,15:14:00,veh_31551_bus,61.0,182.75,20791.19051237884,0.7100482398048095
81,1-80,1-80-R-325,15:40:00,veh_31291_bus,69.0,0.7833333333333333,20791.19051237884,0.23360452808255827
82,1-80,1-80-R-325,16:06:00,veh_31567_bus,71.0,1.2166666666666666,20791.19051237884,0.45214373123142326
83,1-80,1-80-R-325,16:41:00,veh_31556_bus,64.0,337.8666666666667,20791.19051237884,0.07628280058513542
84,1-80,1-80-R-325,17:16:00,veh_31290_bus,58.0,0.36666666666666664,20791.19051237884,0.022447018536554883
85,1-80,1-80-R-325,17:49:00,veh_31543_bus,54.0,147.4,20791.19051237884,0.01471123756949835
86,1-80,1-80-R-325,18:21:00,veh_31555_bus,50.0,119.13333333333334,20791.19051237884,0.014711262980061328
87,1-80,1-80-R-325,18:53:00,veh_31297_bus,48.0,no_events,20791.19051237884,0.0
88,1-80,1-80-R-325,19:53:00,veh_31298_bus,48.0,no_events,20791.19051237884,0.0
89,1-80,1-80-R-325,20:53:00,veh_31299_bus,48.0,no_events,20791.19051237884,0.0
90,1-80,1-80-R-325,21:54:00,veh_31289_bus,47.0,no_events,20791.19051237884,0.0
91,1-80,1-80-R-325,22:55:00,veh_31553_bus,45.0,no_events,20791.19051237884,0.0
92,1-80,1-80-R-325,23:55:00,veh_31554_bus,45.0,no_events,20791.19051237884,0.0
93,1-80,1-80-R-325,24:25:00,veh_31552_bus,45.0,no_events,20791.19051237884,0.0
94,1-13B,1-13B-A-12,08:40:00,veh_3773_bus,16.0,22.933333333333334,5377.136676697885,4.342239361656215
95,1-13B,1-13B-R-9,16:20:00,veh_3774_bus,21.0,513.6666666666666,5329.223235011178,1.099842710219937
96,1-81,1-81-A-275,16:39:00,veh_48680_bus,37.0,457.1166666666667,17998.00726209812,12.440735401725624
97,1-81,1-81-R-259,15:22:00,veh_48669_bus,40.0,no_events,18195.575041385364,0.0
98,1-13A,1-13A-A-12,08:40:00,veh_3771_bus,16.0,38.31666666666667,5071.001872033114,4.074852875781477
99,1-13A,1-13A-R-34,16:20:00,veh_3772_bus,17.0,8.0,4229.053414433058,1.9917752877753234
100,1-380,1-380-A-242,06:55:00,veh_16461_bus,46.0,74.23333333333333,19779.37037123079,21.71316749152768
101,1-380,1-380-R-235,16:08:00,veh_16462_bus,53.0,no_events,20618.014814802606,0.0
102,1-380,1-380-R-235,17:21:00,veh_16463_bus,45.0,no_events,20618.014814802606,0.0
103,1-380,1-380-R-235,18:21:00,veh_16464_bus,45.0,no_events,20618.014814802606,0.0
104,1-88,1-88-A-24,06:52:00,veh_50687_bus,43.0,46.95,20155.78367330666,26.720441592257043
105,1-88,1-88-A-24,07:22:00,veh_50680_bus,46.0,79.75,20155.78367330666,25.61128357844467
106,1-88,1-88-A-24,07:52:00,veh_50568_bus,44.0,1204.2166666666667,20155.78367330666,19.113735913512
107,1-88,1-88-A-24,08:22:00,veh_50686_bus,41.0,453.4,20155.78367330666,20.291334170957978
108,1-88,1-88-A-24,09:52:00,veh_50684_bus,41.0,no_events,20155.78367330666,0.0
109,1-88,1-88-A-24,15:22:00,veh_50682_bus,47.0,no_events,20155.78367330666,0.0
110,1-88,1-88-A-24,15:52:00,veh_50630_bus,49.0,no_events,20155.78367330666,0.0
111,1-88,1-88-A-24,16:52:00,veh_50689_bus,43.0,no_events,20155.78367330666,0.0
112,1-88,1-88-A-24,18:22:00,veh_50692_bus,39.0,no_events,20155.78367330666,0.0
113,1-88,1-88-R-23,06:33:00,veh_50690_bus,41.0,46.05,20953.951915287387,33.061385299881
114,1-88,1-88-R-23,07:30:00,veh_50685_bus,44.0,64.46666666666667,20953.951915287387,32.710513292977865
115,1-88,1-88-R-23,08:00:00,veh_50667_bus,44.0,1254.5,20953.951915287387,30.995071859821852
116,1-88,1-88-R-23,09:07:00,veh_50656_bus,41.0,685.7166666666667,20953.951915287387,10.03592392439119
117,1-88,1-88-R-23,15:01:00,veh_50678_bus,44.0,3.95,20953.951915287387,1.3446303853689212
118,1-88,1-88-R-23,15:28:00,veh_50679_bus,44.0,468.6166666666667,20953.951915287387,1.294658178352475
119,1-88,1-88-R-23,15:57:00,veh_50579_bus,46.0,1.6,20953.951915287387,0.7197913243353978
120,1-88,1-88-R-23,16:26:00,veh_50688_bus,44.0,1.4833333333333334,20953.951915287387,0.8152836441006359
121,1-88,1-88-R-23,17:03:00,veh_50681_bus,42.0,171.26666666666668,20953.951915287387,0.20328957430121505
122,1-88,1-88-R-23,17:37:00,veh_50693_bus,40.0,617.7333333333333,20953.951915287387,0.2032894698735106
123,1-88,1-88-R-23,18:10:00,veh_50683_bus,38.0,0.2833333333333333,20953.951915287387,0.2183563381736252
124,1-88,1-88-R-23,23:11:00,veh_50567_bus,35.0,0.2833333333333333,20953.951915287387,0.2183563381736252
125,1-84,1-84-A-381,06:07:00,veh_49655_bus,73.0,72.01666666666667,29392.89812657032,29.990581424011893
126,1-84,1-84-A-381,06:59:00,veh_49564_bus,84.0,57.5,29392.89812657032,18.140262015520673
127,1-84,1-84-A-381,08:00:00,veh_49645_bus,78.0,37.516666666666666,29392.89812657032,15.520848333803388
128,1-84,1-84-A-381,09:06:00,veh_49660_bus,71.0,32.6,29392.89812657032,17.85655967843693
129,1-84,1-84-A-381,10:09:00,veh_49510_bus,68.0,113.43333333333334,29392.89812657032,12.519262190845723
130,1-84,1-84-A-381,11:09:00,veh_49643_bus,69.0,56.28333333333333,29392.89812657032,13.111739779165642
131,1-84,1-84-A-381,12:07:00,veh_49656_bus,71.0,32.3,29392.89812657032,11.71112536268097
132,1-84,1-84-A-381,13:07:00,veh_49523_bus,70.0,32.233333333333334,29392.89812657032,11.434718298602474
133,1-84,1-84-A-381,14:09:00,veh_49642_bus,70.0,355.98333333333335,29392.89812657032,12.043854227282484
134,1-84,1-84-A-381,15:07:00,veh_49659_bus,76.0,539.1166666666667,29392.89812657032,12.038230153259574
135,1-84,1-84-A-381,16:00:00,veh_49535_bus,82.0,487.26666666666665,29392.89812657032,9.668362435437931
136,1-84,1-84-A-381,17:02:00,veh_49641_bus,75.0,27.466666666666665,29392.89812657032,10.60999936412307
137,1-84,1-84-A-381,18:06:00,veh_49654_bus,70.0,24.733333333333334,29392.89812657032,9.952085984798241
138,1-84,1-84-A-381,19:09:00,veh_49528_bus,64.0,59.36666666666667,29392.89812657032,9.404675698971637
139,1-84,1-84-A-381,20:09:00,veh_49529_bus,64.0,21.816666666666666,29392.89812657032,9.361730484165015
140,1-84,1-84-A-381,21:09:00,veh_49530_bus,64.0,181.08333333333334,29392.89812657032,8.798109756886312
141,1-84,1-84-A-381,22:09:00,veh_49531_bus,64.0,21.316666666666666,29392.89812657032,8.885076521400707
142,1-84,1-84-R-177,07:17:00,veh_49512_bus,76.0,523.5833333333334,29647.47809559223,13.835905666465818
143,1-84,1-84-R-177,08:16:00,veh_49617_bus,74.0,254.36666666666667,29647.47809559223,11.446993055686628
144,1-84,1-84-R-177,09:21:00,veh_49658_bus,68.0,1123.7166666666667,29647.47809559223,4.096360825584932
145,1-84,1-84-R-177,10:20:00,veh_49511_bus,71.0,588.35,29647.47809559223,3.5041068733313745
146,1-84,1-84-R-177,11:20:00,veh_49618_bus,72.0,6.133333333333334,29647.47809559223,3.5577264833282087
147,1-84,1-84-R-177,12:17:00,veh_49657_bus,77.0,5.2,29647.47809559223,3.297430535079805
148,1-84,1-84-R-177,13:19:00,veh_49348_bus,72.0,645.95,29647.47809559223,3.0536984504970732
149,1-84,1-84-R-177,14:16:00,veh_49647_bus,81.0,4.1,29647.47809559223,2.6233324439745496
150,1-84,1-84-R-177,15:14:00,veh_49661_bus,89.0,3.033333333333333,29647.47809559223,2.0619164719107146
151,1-84,1-84-R-177,16:10:00,veh_49347_bus,89.0,1.6333333333333333,29647.47809559223,1.2367910739199803
152,1-84,1-84-R-177,17:15:00,veh_49646_bus,77.0,0.55,29647.47809559223,0.8843393530307667
153,1-84,1-84-R-177,18:19:00,veh_49662_bus,72.0,0.55,29647.47809559223,0.8843393530307667
154,1-84,1-84-R-177,19:22:00,veh_49359_bus,69.0,0.1,29647.47809559223,0.6292801228682777
155,1-84,1-84-R-177,20:22:00,veh_49644_bus,68.0,0.1,29647.47809559223,0.6292801228682777
156,1-84,1-84-R-177,21:23:00,veh_49285_bus,67.0,0.1,29647.47809559223,0.6292801228682777
157,1-84,1-84-R-177,22:23:00,veh_49286_bus,67.0,0.3333333333333333,29647.47809559223,0.6250776113457762
158,1-84,1-84-R-177,23:24:00,veh_49648_bus,65.0,0.1,29647.47809559223,0.6292801228682777
159,1-85,1-85-A-274,08:01:00,veh_49745_bus,28.0,46.15,9758.969978331472,8.439491015404696
160,1-85,1-85-R-207,17:26:00,veh_49784_bus,27.0,2.1166666666666667,10463.284668879958,4.68621113609399
161,1-384,1-384-A-250,06:24:00,veh_16494_bus,52.0,57.38333333333333,24938.62570438911,25.223391315564786
162,1-384,1-384-A-250,06:41:00,veh_16495_bus,62.0,77.78333333333333,24938.62570438911,26.75326186255619
163,1-384,1-384-A-250,08:56:00,veh_16496_bus,51.0,195.48333333333332,24938.62570438911,20.62981682121722
164,1-384,1-384-R-26,16:12:00,veh_16491_bus,64.0,no_events,26147.125204724398,0.0
165,1-384,1-384-R-26,17:30:00,veh_16488_bus,56.0,no_events,26147.125204724398,0.0
166,1-384,1-384-R-26,18:21:00,veh_16489_bus,56.0,no_events,26147.125204724398,0.0
167,1-382,1-382-A-327,06:26:00,veh_16481_bus,46.0,51.05,25512.15375339525,40.79906652238513
168,1-382,1-382-A-327,06:49:00,veh_16483_bus,54.0,105.01666666666667,25512.15375339525,39.82836358120085
169,1-382,1-382-A-327,09:04:00,veh_16476_bus,46.0,1148.4833333333333,25512.15375339525,34.07957698591539
170,1-382,1-382-A-327,11:05:00,veh_16485_bus,44.0,1028.2,25512.15375339525,33.47558905378899
171,1-382,1-382-R-10,12:11:00,veh_16482_bus,48.0,952.05,25765.36309921482,1.9020977001817094
172,1-382,1-382-R-10,16:11:00,veh_16487_bus,62.0,no_events,25765.36309921482,0.0
173,1-382,1-382-R-10,17:26:00,veh_16480_bus,53.0,no_events,25765.36309921482,0.0
174,1-382,1-382-R-10,18:17:00,veh_16484_bus,49.0,no_events,25765.36309921482,0.0
175,1-381,1-381-A-252,06:34:00,veh_16474_bus,38.0,47.333333333333336,19426.305458247763,39.16453880531812
176,1-381,1-381-A-252,07:06:00,veh_16469_bus,46.0,73.53333333333333,19426.305458247763,39.240175103141034
177,1-381,1-381-A-252,09:09:00,veh_16475_bus,39.0,413.78333333333336,19426.305458247763,34.54675748259894
178,1-381,1-381-R-211,16:07:00,veh_16470_bus,50.0,no_events,19549.153488410455,0.0
179,1-381,1-381-R-211,17:34:00,veh_16471_bus,43.0,no_events,19549.153488410455,0.0
180,1-381,1-381-R-211,18:19:00,veh_16472_bus,43.0,no_events,19549.153488410455,0.0
181,1-94,1-94-R-40,06:58:00,veh_52627_bus,42.0,41.03333333333333,21693.07985709892,26.24415199980026
182,1-94,1-94-R-40,07:55:00,veh_52668_bus,46.0,44.78333333333333,21693.07985709892,24.348897839350833
183,1-94,1-94-R-40,08:59:00,veh_52177_bus,42.0,41.1,21693.07985709892,25.954414511555672
184,1-94,1-94-R-40,09:59:00,veh_52178_bus,42.0,41.1,21693.07985709892,26.1037846460311
185,1-94,1-94-R-40,10:59:00,veh_52179_bus,42.0,964.9,21693.07985709892,2.045664741819109
186,1-94,1-94-R-40,11:56:00,veh_52320_bus,46.0,9.433333333333334,21693.07985709892,1.8004625086764
187,1-94,1-94-R-40,12:57:00,veh_52648_bus,45.0,725.0666666666667,21693.07985709892,0.10474648620960472
188,1-94,1-94-R-40,13:57:00,veh_52649_bus,45.0,no_events,21693.07985709892,0.0
189,1-94,1-94-R-40,14:55:00,veh_52322_bus,47.0,no_events,21693.07985709892,0.0
190,1-94,1-94-R-40,15:21:00,veh_52650_bus,48.0,no_events,21693.07985709892,0.0
191,1-94,1-94-R-40,15:49:00,veh_52667_bus,52.0,no_events,21693.07985709892,0.0
192,1-94,1-94-R-40,16:20:00,veh_52666_bus,52.0,no_events,21693.07985709892,0.0
193,1-94,1-94-R-40,16:58:00,veh_52638_bus,49.0,no_events,21693.07985709892,0.0
194,1-94,1-94-R-40,17:56:00,veh_52321_bus,46.0,no_events,21693.07985709892,0.0
195,1-94,1-94-R-40,19:01:00,veh_52599_bus,41.0,no_events,21693.07985709892,0.0
196,1-94,1-94-R-40,20:01:00,veh_52600_bus,40.0,no_events,21693.07985709892,0.0
197,1-94,1-94-R-40,21:02:00,veh_52601_bus,40.0,no_events,21693.07985709892,0.0
198,1-94,1-94-R-40,22:05:00,veh_52655_bus,37.0,no_events,21693.07985709892,0.0
199,1-94,1-94-R-40,23:05:00,veh_52665_bus,36.0,no_events,21693.07985709892,0.0
200,1-92,1-92-A-80,08:35:00,veh_51349_bus,50.0,158.66666666666666,30698.340949101697,29.6581039670986
201,1-92,1-92-A-80,09:35:00,veh_51350_bus,50.0,179.8,30698.340949101697,29.567951960090394
202,1-92,1-92-A-80,10:33:00,veh_51351_bus,50.0,72.55,30698.340949101697,28.22712220701293
203,1-92,1-92-A-80,11:33:00,veh_51353_bus,50.0,571.2,30698.340949101697,28.360562073244967
204,1-92,1-92-A-80,12:33:00,veh_51354_bus,50.0,34.88333333333333,30698.340949101697,28.10625120415792
205,1-92,1-92-A-80,13:33:00,veh_51352_bus,50.0,32.333333333333336,30698.340949101697,28.128319105386602
206,1-92,1-92-A-80,14:33:00,veh_51355_bus,50.0,35.5,30698.340949101697,27.751705302510967
207,1-92,1-92-A-80,18:44:00,veh_51356_bus,48.0,394.8666666666667,30698.340949101697,21.135664003681892
208,1-92,1-92-A-80,19:34:00,veh_51390_bus,47.0,28.25,30698.340949101697,21.58893880614905
209,1-92,1-92-A-80,20:32:00,veh_51399_bus,46.0,27.35,30698.340949101697,20.319947252596112
210,1-14A,1-14A-A-7,08:38:00,veh_4321_bus,19.0,13.85,8071.281776353547,8.027619021740419
211,1-14A,1-14A-R-8,16:20:00,veh_4322_bus,24.0,22.633333333333333,8123.83462763011,8.283107858749574
212,1-391,1-391-A-18,07:22:00,veh_17170_bus,22.0,36.21666666666667,10186.537173420018,11.300276600950221
213,1-391,1-391-A-18,07:52:00,veh_17171_bus,22.0,23.866666666666667,10186.537173420018,11.02208913154466
214,1-391,1-391-A-18,08:23:00,veh_17173_bus,24.0,22.166666666666668,10186.537173420018,12.071186050728208
215,1-391,1-391-R-17,15:53:00,veh_17174_bus,24.0,no_events,12041.93660150735,0.0
216,1-391,1-391-R-17,16:15:00,veh_17169_bus,30.0,no_events,12041.93660150735,0.0
217,1-391,1-391-R-17,16:52:00,veh_17172_bus,25.0,no_events,12041.93660150735,0.0
218,1-82A,1-82A-A-26,07:53:00,veh_49189_bus,38.0,37.85,14949.807053664954,12.560808134495247
219,1-82A,1-82A-R-1,15:55:00,veh_49190_bus,42.0,46.983333333333334,15877.097165767384,7.219149782179002
220,1-14G,1-14G-A-6,07:05:00,veh_4324_bus,58.0,215.63333333333333,26174.68241714934,25.764435367477635
221,1-14G,1-14G-R-8,15:28:00,veh_4323_bus,59.0,57.78333333333333,26703.090848721,22.467917596760774
222,1-277,1-277-A-7,06:06:00,veh_10289_bus,43.0,59.516666666666666,29115.882767914376,31.299764467326213
223,1-277,1-277-A-7,06:15:00,veh_10293_bus,51.0,55.36666666666667,29115.882767914376,31.69940186371808
224,1-277,1-277-A-7,06:34:00,veh_10292_bus,51.0,73.18333333333334,29115.882767914376,31.08958287877986
225,1-277,1-277-A-7,06:51:00,veh_10284_bus,60.0,172.86666666666667,29115.882767914376,31.90267929656605
226,1-277,1-277-A-7,07:05:00,veh_10290_bus,61.0,209.96666666666667,29115.882767914376,30.061149595026436
227,1-277,1-277-A-7,07:18:00,veh_10296_bus,62.0,203.15,29115.882767914376,29.988030509755987
228,1-277,1-277-A-7,07:31:00,veh_10297_bus,63.0,195.41666666666666,29115.882767914376,31.12028786021245
229,1-277,1-277-A-7,08:09:00,veh_10294_bus,54.0,1193.55,29115.882767914376,26.289111398441648
230,1-277,1-277-R-25,15:14:00,veh_10283_bus,58.0,251.65,28723.257947573602,4.35051994757288
231,1-277,1-277-R-25,15:34:00,veh_10291_bus,67.0,266.8666666666667,28723.257947573602,3.6214528668739865
232,1-277,1-277-R-25,15:53:00,veh_10287_bus,70.0,52.15,28723.257947573602,3.0152567966411246
233,1-277,1-277-R-25,16:10:00,veh_10288_bus,72.0,78.78333333333333,28723.257947573602,2.724895833154488
234,1-277,1-277-R-25,16:52:00,veh_10285_bus,63.0,355.15,28723.257947573602,2.531182747072838
235,1-277,1-277-R-25,17:10:00,veh_10295_bus,59.0,346.56666666666666,28723.257947573602,2.52778641734084
236,1-277,1-277-R-25,17:40:00,veh_10286_bus,53.0,395.81666666666666,28723.257947573602,1.8652841379571445
237,1-274,1-274-A-12,06:34:00,veh_10116_bus,43.0,128.6,20763.745057825294,23.883212006998754
238,1-274,1-274-A-12,06:54:00,veh_10140_bus,46.0,204.4,20763.745057825294,23.499163130346258
239,1-274,1-274-A-12,07:16:00,veh_10117_bus,52.0,815.8833333333333,20763.745057825294,11.963743728454736
240,1-274,1-274-A-12,07:26:00,veh_10114_bus,51.0,511.6666666666667,20763.745057825294,11.575363910528877
241,1-274,1-274-A-12,08:02:00,veh_10115_bus,44.0,14.4,20763.745057825294,11.869768084725377
242,1-274,1-274-R-28,15:34:00,veh_10141_bus,55.0,13.25,20650.71404161132,4.442636058021952
243,1-274,1-274-R-28,16:04:00,veh_10128_bus,60.0,72.65,20650.71404161132,2.861320654774095
244,1-274,1-274-R-28,16:36:00,veh_10142_bus,56.0,350.06666666666666,20650.71404161132,2.5231460641109553
245,1-274,1-274-R-28,17:08:00,veh_10139_bus,48.0,345.8,20650.71404161132,2.5319629719123515
246,1-274,1-274-R-28,17:36:00,veh_10113_bus,42.0,322.55,20650.71404161132,1.8652841328888157
247,1-273,1-273-A-136,06:47:00,veh_10035_bus,50.0,77.6,19943.64693257568,22.225606366453853
248,1-273,1-273-A-136,07:19:00,veh_10033_bus,60.0,129.13333333333333,19943.64693257568,21.747774846569097
249,1-273,1-273-A-136,07:56:00,veh_10031_bus,50.0,1278.8333333333333,19943.64693257568,16.45960868342445
250,1-273,1-273-R-35,15:35:00,veh_10036_bus,56.0,15.433333333333334,19757.94278974314,3.94830652571326
251,1-273,1-273-R-35,16:09:00,veh_10032_bus,61.0,77.76666666666667,19757.94278974314,2.724895804956633
252,1-273,1-273-R-35,16:39:00,veh_10034_bus,60.0,352.9166666666667,19757.94278974314,2.45612199535188
